test_lambda_0.0,0.000000,7.817199,2.469622,5.347577
test_lambda_0.0,0.000000,7.817199,2.469622,5.347577
test_lambda_0.0,0.000000,7.817199,2.469622,5.347577
test_lambda_0.0,0.000000,-16.396980,-21.744557,5.347577
test_lambda_0.1,0.000000,-16.416350,-21.763926,5.347577
test_lambda_0.2,0.000000,-16.443077,-21.790653,5.347577
test_lambda_0.3,0.000000,-16.443315,-21.790892,5.347577
test_lambda_0.4,0.000000,-16.435751,-21.783328,5.347577
test_lambda_0.5,0.000000,-16.442992,-21.790569,5.347577
test_lambda_0.6,0.000000,-16.454310,-21.801886,5.347577
test_lambda_0.7,0.000000,-16.433132,-21.780709,5.347577
test_lambda_0.8,0.000000,-16.416300,-21.763877,5.347577
test_lambda_0.9,0.000000,-17.092056,-22.439633,5.347577
test_lambda_1.0,0.000000,-25.090250,-30.437826,5.347577
