test_lambda_0.0,0.000000,-67.486671,-70.914435,3.427765
test_lambda_0.1,0.000000,-67.455879,-70.883643,3.427765
test_lambda_0.2,0.000000,-67.478751,-70.906515,3.427765
test_lambda_0.3,0.000000,-67.472795,-70.900560,3.427765
test_lambda_0.4,0.000000,-67.403000,-70.830765,3.427765
test_lambda_0.5,0.000000,-67.472846,-70.900611,3.427765
test_lambda_0.6,0.000000,-67.667349,-71.095114,3.427765
test_lambda_0.7,0.000000,-67.525108,-70.952873,3.427765
test_lambda_0.8,0.000000,-67.446567,-70.874332,3.427765
test_lambda_0.9,0.000000,-67.336866,-70.764631,3.427765
test_lambda_0.0,0.000000,-67.486671,-70.914435,3.427765
test_lambda_0.1,0.000000,-67.455879,-70.883643,3.427765
test_lambda_0.2,0.000000,-67.478751,-70.906515,3.427765
test_lambda_0.3,0.000000,-67.472795,-70.900560,3.427765
test_lambda_0.4,0.000000,-67.403000,-70.830765,3.427765
test_lambda_0.5,0.000000,-67.472846,-70.900611,3.427765
test_lambda_0.6,0.000000,-67.667349,-71.095114,3.427765
test_lambda_0.7,0.000000,-67.525108,-70.952873,3.427765
test_lambda_0.8,0.000000,-67.446567,-70.874332,3.427765
test_lambda_0.9,0.000000,-67.336866,-70.764631,3.427765
test_lambda_1.0,0.000000,-367.315597,-370.743362,3.427765
test_lambda_0.0,0.000000,-69.961828,-73.389592,3.427765
test_lambda_0.1,0.000000,-69.953481,-73.381246,3.427765
test_lambda_0.2,0.000000,-69.972466,-73.400231,3.427765
test_lambda_0.3,0.000000,-69.957653,-73.385417,3.427765
test_lambda_0.4,0.000000,-69.968607,-73.396371,3.427765
test_lambda_0.5,0.000000,-70.066786,-73.494551,3.427765
test_lambda_0.6,0.000000,-69.956557,-73.384322,3.427765
test_lambda_0.7,0.000000,-69.948715,-73.376479,3.427765
test_lambda_0.8,0.000000,-69.925629,-73.353394,3.427765
test_lambda_0.9,0.000000,-70.250599,-73.678364,3.427765
test_lambda_1.0,0.000000,-803.293194,-806.720958,3.427765
