test_lambda_0.0,0.000000,-8.275609,-15.680127,7.404518
test_lambda_0.1,0.000000,-8.277221,-15.681739,7.404518
test_lambda_0.2,0.000000,-8.273199,-15.677717,7.404518
test_lambda_0.3,0.000000,-8.266002,-15.670520,7.404518
test_lambda_0.4,0.000000,-8.260170,-15.664688,7.404518
test_lambda_0.5,0.000000,-8.255369,-15.659887,7.404518
test_lambda_0.6,0.000000,-8.254292,-15.658810,7.404518
test_lambda_0.7,0.000000,-8.295776,-15.700294,7.404518
test_lambda_0.8,0.000000,-8.605406,-16.009924,7.404518
test_lambda_0.9,0.000000,-10.374097,-17.778615,7.404518
test_lambda_1.0,0.000000,-20.861595,-28.266113,7.404518
