test_lambda_0.0,0.000000,-6.079650,-15.678239,9.598589
test_lambda_0.1,0.000000,-6.075174,-15.673763,9.598589
test_lambda_0.2,0.000000,-6.065995,-15.664583,9.598589
test_lambda_0.3,0.000000,-6.051746,-15.650335,9.598589
test_lambda_0.4,0.000000,-6.026882,-15.625471,9.598589
test_lambda_0.5,0.000000,-5.986249,-15.584838,9.598589
test_lambda_0.6,0.000000,-5.954381,-15.552970,9.598589
test_lambda_0.7,0.000000,-6.144112,-15.742701,9.598589
test_lambda_0.8,0.000000,-7.741878,-17.340467,9.598589
test_lambda_0.9,0.000000,-17.269544,-26.868133,9.598589
test_lambda_1.0,0.000000,-360.431582,-370.030171,9.598589
test_lambda_0.0,0.000000,-8.548794,-18.147383,9.598589
test_lambda_0.1,0.000000,-8.546030,-18.144619,9.598589
test_lambda_0.2,0.000000,-8.540093,-18.138682,9.598589
test_lambda_0.3,0.000000,-8.533110,-18.131699,9.598589
test_lambda_0.4,0.000000,-8.524541,-18.123130,9.598589
test_lambda_0.5,0.000000,-8.521298,-18.119886,9.598589
test_lambda_0.6,0.000000,-8.577971,-18.176560,9.598589
test_lambda_0.7,0.000000,-8.987038,-18.585627,9.598589
test_lambda_0.8,0.000000,-11.215078,-20.813667,9.598589
test_lambda_0.9,0.000000,-23.808818,-33.407407,9.598589
test_lambda_1.0,0.000000,-795.659639,-805.258228,9.598589
