test_lambda_0.0,0.000000,-22.457564,-26.828093,4.370529
test_lambda_0.1,0.000000,-22.439656,-26.810185,4.370529
test_lambda_0.2,0.000000,-22.438587,-26.809116,4.370529
test_lambda_0.3,0.000000,-22.463556,-26.834086,4.370529
test_lambda_0.4,0.000000,-22.453764,-26.824293,4.370529
test_lambda_0.5,0.000000,-22.492258,-26.862787,4.370529
test_lambda_0.6,0.000000,-22.485864,-26.856393,4.370529
test_lambda_0.7,0.000000,-22.393250,-26.763779,4.370529
test_lambda_0.8,0.000000,-22.233407,-26.603936,4.370529
test_lambda_0.9,0.000000,-22.327800,-26.698329,4.370529
test_lambda_1.0,0.000000,-28.163155,-32.533685,4.370529
test_lambda_0.0,0.000000,-22.457564,-26.828093,4.370529
test_lambda_0.1,0.000000,-22.439656,-26.810185,4.370529
test_lambda_0.2,0.000000,-22.438587,-26.809116,4.370529
test_lambda_0.3,0.000000,-22.463556,-26.834086,4.370529
test_lambda_0.4,0.000000,-22.453764,-26.824293,4.370529
test_lambda_0.5,0.000000,-22.492258,-26.862787,4.370529
test_lambda_0.6,0.000000,-22.485864,-26.856393,4.370529
test_lambda_0.7,0.000000,-22.393250,-26.763779,4.370529
test_lambda_0.8,0.000000,-22.233407,-26.603936,4.370529
test_lambda_0.9,0.000000,-22.327800,-26.698329,4.370529
test_lambda_1.0,0.000000,-28.163155,-32.533685,4.370529
test_lambda_0.0,0.000000,-24.919448,-29.289978,4.370529
test_lambda_0.1,0.000000,-24.901856,-29.272385,4.370529
test_lambda_0.2,0.000000,-24.899374,-29.269903,4.370529
test_lambda_0.3,0.000000,-24.924124,-29.294654,4.370529
test_lambda_0.4,0.000000,-24.917813,-29.288343,4.370529
test_lambda_0.5,0.000000,-24.957621,-29.328151,4.370529
test_lambda_0.6,0.000000,-24.959368,-29.329897,4.370529
test_lambda_0.7,0.000000,-24.893897,-29.264427,4.370529
test_lambda_0.8,0.000000,-24.851614,-29.222143,4.370529
test_lambda_0.9,0.000000,-25.762335,-30.132864,4.370529
test_lambda_1.0,0.000000,-39.709414,-44.079943,4.370529
