test_lambda_0.0,0.000000,2.315267,-9.614522,11.929789
test_lambda_0.1,0.000000,2.316567,-9.613222,11.929789
test_lambda_0.2,0.000000,2.317621,-9.612168,11.929789
test_lambda_0.3,0.000000,2.316208,-9.613581,11.929789
test_lambda_0.4,0.000000,2.306665,-9.623124,11.929789
test_lambda_0.5,0.000000,2.272078,-9.657711,11.929789
test_lambda_0.6,0.000000,2.162761,-9.767028,11.929789
test_lambda_0.7,0.000000,1.833947,-10.095842,11.929789
test_lambda_0.8,0.000000,0.849564,-11.080225,11.929789
test_lambda_0.9,0.000000,-2.260199,-14.189989,11.929789
test_lambda_1.0,0.000000,-14.613206,-26.542996,11.929789
test_lambda_0.0,0.000000,-0.152771,-12.082560,11.929789
test_lambda_0.1,0.000000,-0.151569,-12.081358,11.929789
test_lambda_0.2,0.000000,-0.151114,-12.080904,11.929789
test_lambda_0.3,0.000000,-0.154814,-12.084603,11.929789
test_lambda_0.4,0.000000,-0.172446,-12.102235,11.929789
test_lambda_0.5,0.000000,-0.232390,-12.162179,11.929789
test_lambda_0.6,0.000000,-0.416554,-12.346344,11.929789
test_lambda_0.7,0.000000,-0.958285,-12.888074,11.929789
test_lambda_0.8,0.000000,-2.541995,-14.471784,11.929789
test_lambda_0.9,0.000000,-7.465012,-19.394801,11.929789
test_lambda_1.0,0.000000,-28.798212,-40.728001,11.929789
